respondent_id,age_group,gender,race,education,income,policy_support
64,30-44,Male,White,Some College/Associates,<30k,1
65,30-44,Male,Hispanic,High School or Less,>150k,1
66,45-64,Female,White,Bachelor,<30k,1
67,18-29,Male,White,Some College/Associates,60-100k,0
68,65+,Male,Other,High School or Less,30-60k,0
69,18-29,Male,Black,High School or Less,30-60k,1
70,65+,Male,Hispanic,High School or Less,60-100k,1
71,45-64,Female,White,Graduate,30-60k,1
72,18-29,Female,Black,High School or Less,30-60k,0
73,18-29,Male,White,High School or Less,100-150k,0
74,65+,Female,Black,Some College/Associates,60-100k,0
75,45-64,Female,Black,High School or Less,100-150k,0
76,45-64,Female,White,High School or Less,30-60k,1
77,45-64,Male,White,High School or Less,60-100k,1
78,18-29,Male,White,Some College/Associates,60-100k,1
79,30-44,Other,Hispanic,Some College/Associates,30-60k,1
80,18-29,Female,White,High School or Less,60-100k,0
81,65+,Male,Black,Some College/Associates,30-60k,0
82,45-64,Male,White,Graduate,<30k,0
83,30-44,Male,Black,High School or Less,30-60k,0
84,18-29,Female,Hispanic,High School or Less,<30k,1
85,30-44,Female,White,High School or Less,60-100k,1
86,30-44,Female,White,Some College/Associates,60-100k,0
87,45-64,Male,White,Bachelor,>150k,0
88,45-64,Female,Black,High School or Less,100-150k,1
89,65+,Female,Hispanic,Bachelor,<30k,0
90,30-44,Male,White,High School or Less,>150k,0
91,18-29,Female,Hispanic,Some College/Associates,100-150k,1
92,45-64,Female,White,Bachelor,30-60k,0
93,45-64,Male,White,High School or Less,60-100k,1
94,45-64,Female,Asian,Some College/Associates,>150k,1
95,45-64,Male,White,High School or Less,60-100k,0
96,30-44,Female,White,Bachelor,>150k,0
97,45-64,Female,White,High School or Less,<30k,1
98,30-44,Female,White,Bachelor,<30k,1
99,18-29,Female,White,High School or Less,30-60k,1
100,18-29,Male,White,Bachelor,60-100k,1
101,18-29,Female,Black,High School or Less,100-150k,0
102,45-64,Female,White,Bachelor,>150k,0
103,30-44,Male,White,High School or Less,30-60k,0
104,45-64,Female,White,Graduate,<30k,1
105,65+,Female,White,High School or Less,100-150k,1
106,30-44,Male,Black,High School or Less,60-100k,1
107,30-44,Female,Other,Some College/Associates,<30k,1
108,45-64,Female,White,High School or Less,60-100k,1
109,30-44,Male,Hispanic,High School or Less,100-150k,0
110,18-29,Other,White,Graduate,100-150k,1
111,30-44,Male,White,Graduate,60-100k,0
112,18-29,Male,White,High School or Less,30-60k,0
113,65+,Male,White,Graduate,>150k,1
114,65+,Female,White,Some College/Associates,60-100k,0
115,45-64,Female,Black,High School or Less,30-60k,0
116,65+,Male,White,Bachelor,30-60k,0
117,65+,Male,Asian,Bachelor,100-150k,1
118,18-29,Female,White,Graduate,30-60k,1
119,65+,Male,White,High School or Less,<30k,0
120,45-64,Female,Black,Bachelor,60-100k,1
121,65+,Female,White,High School or Less,30-60k,1
122,65+,Female,White,High School or Less,60-100k,1
123,30-44,Female,Black,High School or Less,<30k,1
124,18-29,Male,Hispanic,Graduate,60-100k,1
125,30-44,Other,Hispanic,Bachelor,30-60k,0
126,30-44,Female,Black,Bachelor,<30k,1
127,65+,Female,Black,Some College/Associates,<30k,1
128,65+,Male,Asian,High School or Less,>150k,0
129,18-29,Female,White,High School or Less,100-150k,1
130,45-64,Male,White,High School or Less,30-60k,0
131,30-44,Male,White,High School or Less,100-150k,0
132,30-44,Male,White,Bachelor,60-100k,1
133,18-29,Female,Black,Some College/Associates,>150k,1
134,30-44,Female,Black,High School or Less,30-60k,0
135,65+,Female,White,High School or Less,60-100k,1
136,30-44,Female,White,High School or Less,<30k,1
137,45-64,Male,Black,Some College/Associates,30-60k,0
138,45-64,Female,White,Graduate,>150k,0
139,30-44,Male,Black,Some College/Associates,60-100k,0
140,65+,Female,White,Bachelor,30-60k,1
141,65+,Female,White,Some College/Associates,<30k,0
142,30-44,Female,White,High School or Less,100-150k,1
143,30-44,Female,White,High School or Less,60-100k,0
144,30-44,Male,Hispanic,Bachelor,30-60k,0
145,30-44,Male,Asian,Bachelor,>150k,1
146,18-29,Female,Black,High School or Less,<30k,0
147,45-64,Male,White,Some College/Associates,30-60k,0
148,45-64,Male,White,Some College/Associates,>150k,0
149,18-29,Female,Black,Some College/Associates,30-60k,1
150,30-44,Female,Hispanic,Graduate,30-60k,0
151,65+,Male,White,Some College/Associates,60-100k,0
152,30-44,Male,White,Some College/Associates,100-150k,1
153,18-29,Female,Black,High School or Less,<30k,0
154,30-44,Female,White,High School or Less,>150k,1
155,65+,Male,White,High School or Less,100-150k,0
156,30-44,Male,White,High School or Less,<30k,0
157,45-64,Male,White,Bachelor,100-150k,1
158,45-64,Male,Hispanic,Bachelor,30-60k,0
159,30-44,Male,Asian,High School or Less,30-60k,1
160,45-64,Female,White,Bachelor,100-150k,0
161,30-44,Female,White,High School or Less,>150k,1
162,45-64,Female,White,High School or Less,<30k,1
163,45-64,Male,White,High School or Less,30-60k,1
164,45-64,Female,White,High School or Less,60-100k,1
165,18-29,Male,Black,High School or Less,30-60k,0
166,65+,Female,White,Some College/Associates,30-60k,1
167,30-44,Female,White,Some College/Associates,<30k,1
168,18-29,Male,White,Graduate,60-100k,1
169,18-29,Female,White,High School or Less,30-60k,1
170,45-64,Male,White,High School or Less,<30k,0
171,45-64,Female,White,High School or Less,100-150k,0
172,18-29,Male,Other,Some College/Associates,100-150k,1
173,45-64,Male,White,High School or Less,60-100k,0
174,30-44,Female,White,Bachelor,30-60k,1
175,45-64,Male,Hispanic,Some College/Associates,60-100k,0
176,18-29,Female,Other,Some College/Associates,30-60k,0
177,45-64,Male,White,Some College/Associates,30-60k,0
178,30-44,Female,Hispanic,High School or Less,100-150k,0
179,65+,Female,White,High School or Less,<30k,0
180,18-29,Female,White,High School or Less,<30k,0
181,30-44,Male,White,Some College/Associates,<30k,0
182,18-29,Male,Black,High School or Less,<30k,1
183,65+,Male,Black,High School or Less,<30k,1
184,65+,Male,White,Graduate,>150k,1
185,30-44,Female,White,High School or Less,30-60k,0
186,45-64,Female,Black,Bachelor,<30k,1
187,65+,Female,White,Bachelor,30-60k,1
188,45-64,Female,White,High School or Less,>150k,1
189,45-64,Female,Black,High School or Less,60-100k,1
190,30-44,Female,Black,High School or Less,30-60k,0
191,18-29,Male,Hispanic,Bachelor,100-150k,0
192,65+,Female,Hispanic,Some College/Associates,30-60k,0
193,65+,Female,White,Bachelor,30-60k,0
194,45-64,Female,Hispanic,Graduate,30-60k,1
195,30-44,Male,Black,Bachelor,30-60k,1
196,30-44,Male,White,High School or Less,30-60k,1
197,45-64,Male,White,High School or Less,60-100k,0
198,65+,Female,White,Bachelor,30-60k,1
199,65+,Female,White,High School or Less,60-100k,1
200,45-64,Male,Black,High School or Less,<30k,0
201,45-64,Female,Hispanic,Bachelor,<30k,1
202,18-29,Male,White,Some College/Associates,30-60k,0
203,18-29,Male,White,Graduate,>150k,1
204,65+,Male,Other,Bachelor,30-60k,1
205,45-64,Female,White,High School or Less,60-100k,1
206,18-29,Female,White,Graduate,30-60k,1
207,18-29,Male,White,High School or Less,<30k,0
208,45-64,Female,White,High School or Less,<30k,0
209,18-29,Male,White,Some College/Associates,30-60k,1
210,18-29,Female,White,High School or Less,<30k,0
211,45-64,Female,White,Some College/Associates,<30k,1
212,45-64,Female,White,High School or Less,100-150k,1
213,45-64,Male,White,Some College/Associates,<30k,1
214,30-44,Female,White,High School or Less,60-100k,0
215,45-64,Female,Black,Bachelor,30-60k,1
216,30-44,Male,Hispanic,Bachelor,60-100k,0
217,30-44,Female,White,High School or Less,60-100k,0
218,45-64,Male,White,High School or Less,30-60k,0
219,45-64,Female,Black,High School or Less,30-60k,0
220,65+,Male,White,High School or Less,100-150k,0
221,45-64,Female,White,Bachelor,100-150k,1
222,45-64,Female,Black,Bachelor,<30k,1
223,18-29,Male,Hispanic,High School or Less,<30k,0
224,30-44,Male,Hispanic,High School or Less,>150k,0
225,30-44,Male,White,High School or Less,30-60k,1
226,30-44,Male,Hispanic,Some College/Associates,60-100k,1
227,65+,Male,White,High School or Less,30-60k,0
228,30-44,Female,Black,Graduate,<30k,1
229,65+,Male,White,Bachelor,60-100k,1
230,45-64,Male,White,High School or Less,60-100k,0
231,45-64,Female,Black,Some College/Associates,30-60k,0
232,45-64,Male,White,Graduate,60-100k,1
233,45-64,Female,White,Some College/Associates,100-150k,0
234,30-44,Female,Asian,High School or Less,60-100k,0
235,18-29,Female,White,High School or Less,<30k,1
236,45-64,Female,White,Bachelor,60-100k,1
237,30-44,Female,White,Some College/Associates,100-150k,0
238,18-29,Male,Hispanic,Bachelor,100-150k,0
239,45-64,Male,Black,Bachelor,60-100k,1
240,18-29,Male,White,Graduate,<30k,0
241,65+,Female,Black,Graduate,100-150k,1
242,65+,Male,White,High School or Less,60-100k,1
243,65+,Female,Hispanic,Some College/Associates,<30k,1
244,30-44,Other,White,Bachelor,30-60k,1
245,18-29,Female,White,Bachelor,30-60k,0
246,65+,Female,Asian,Some College/Associates,60-100k,0
247,30-44,Male,White,High School or Less,30-60k,0
248,65+,Female,White,Bachelor,60-100k,0
249,65+,Female,White,Bachelor,>150k,0
250,65+,Male,Other,High School or Less,100-150k,0
251,30-44,Male,White,Some College/Associates,>150k,0
252,30-44,Female,White,High School or Less,>150k,1
253,65+,Female,White,High School or Less,<30k,0
254,30-44,Female,White,High School or Less,60-100k,1
255,18-29,Female,White,Some College/Associates,30-60k,0
256,45-64,Female,Black,Some College/Associates,100-150k,1
257,65+,Female,Other,Some College/Associates,30-60k,0
258,45-64,Male,White,Bachelor,>150k,0
259,45-64,Male,White,Bachelor,60-100k,1
260,18-29,Male,White,High School or Less,100-150k,1
261,45-64,Female,White,High School or Less,<30k,0
262,65+,Female,Hispanic,Bachelor,<30k,1
263,18-29,Female,White,High School or Less,100-150k,1
264,45-64,Male,White,Graduate,<30k,0
265,65+,Female,Black,Bachelor,100-150k,1
266,45-64,Female,White,Some College/Associates,<30k,1
267,45-64,Female,Black,Graduate,60-100k,1
268,45-64,Female,White,High School or Less,30-60k,1
269,30-44,Male,Hispanic,High School or Less,60-100k,0
270,30-44,Female,Asian,Some College/Associates,60-100k,0
271,65+,Male,Black,High School or Less,30-60k,1
272,65+,Male,Asian,Graduate,<30k,1
273,65+,Female,White,High School or Less,<30k,1
274,65+,Female,White,Some College/Associates,60-100k,0
275,45-64,Female,Black,Some College/Associates,60-100k,1
276,45-64,Female,White,Bachelor,100-150k,1
277,45-64,Female,White,High School or Less,60-100k,0
278,45-64,Female,White,High School or Less,30-60k,1
279,45-64,Female,White,Bachelor,30-60k,0
280,45-64,Male,White,High School or Less,<30k,1
281,65+,Male,White,Bachelor,30-60k,1
282,30-44,Male,Hispanic,Some College/Associates,>150k,1
283,30-44,Male,White,Bachelor,100-150k,1
284,18-29,Male,White,Bachelor,30-60k,1
285,45-64,Male,White,High School or Less,60-100k,1
286,18-29,Male,White,Some College/Associates,100-150k,0
287,30-44,Female,Hispanic,Bachelor,30-60k,1
288,45-64,Male,White,Some College/Associates,<30k,0
289,30-44,Female,White,Graduate,<30k,0
290,45-64,Male,Hispanic,Some College/Associates,60-100k,1
291,18-29,Female,White,High School or Less,>150k,1
292,18-29,Male,White,High School or Less,60-100k,1
293,65+,Male,White,Graduate,<30k,0
294,30-44,Female,Hispanic,High School or Less,<30k,0
295,18-29,Male,White,Bachelor,100-150k,1
296,45-64,Male,White,Graduate,100-150k,1
297,45-64,Male,White,High School or Less,60-100k,0
298,18-29,Male,White,High School or Less,60-100k,1
299,45-64,Male,White,Bachelor,<30k,0
300,18-29,Male,White,High School or Less,100-150k,0
301,18-29,Female,White,Bachelor,100-150k,1
302,45-64,Female,Asian,Some College/Associates,30-60k,1
303,45-64,Female,Hispanic,Some College/Associates,100-150k,1
304,45-64,Male,White,Bachelor,30-60k,1
305,45-64,Female,Hispanic,High School or Less,<30k,0
306,65+,Male,White,Some College/Associates,30-60k,0
307,45-64,Male,White,High School or Less,<30k,0
308,30-44,Female,Black,High School or Less,30-60k,1
309,45-64,Male,Hispanic,Some College/Associates,30-60k,0
310,30-44,Male,Hispanic,Bachelor,60-100k,0
311,30-44,Female,White,High School or Less,60-100k,0
312,18-29,Female,Asian,Some College/Associates,30-60k,1
313,18-29,Female,White,Bachelor,<30k,1
314,65+,Female,Hispanic,High School or Less,60-100k,0
315,65+,Other,Other,High School or Less,30-60k,0
316,45-64,Male,White,Graduate,30-60k,1
317,30-44,Male,Black,Bachelor,100-150k,1
318,18-29,Male,White,Some College/Associates,100-150k,0
319,18-29,Male,White,Some College/Associates,100-150k,1
320,30-44,Male,White,High School or Less,60-100k,1
321,45-64,Female,White,Some College/Associates,<30k,0
322,45-64,Female,Asian,Some College/Associates,60-100k,1
323,45-64,Female,Black,Some College/Associates,30-60k,0
324,30-44,Male,White,High School or Less,30-60k,0
325,65+,Female,Hispanic,High School or Less,<30k,1
326,45-64,Female,Asian,High School or Less,100-150k,1
327,45-64,Female,White,Graduate,<30k,0
328,45-64,Male,Other,Some College/Associates,>150k,1
329,30-44,Female,White,Some College/Associates,100-150k,0
330,30-44,Male,Hispanic,High School or Less,60-100k,0
331,30-44,Male,White,High School or Less,100-150k,0
332,45-64,Male,White,Bachelor,60-100k,1
333,18-29,Female,White,Some College/Associates,100-150k,0
334,18-29,Female,Black,Some College/Associates,30-60k,0
335,18-29,Male,White,High School or Less,100-150k,0
336,18-29,Male,White,Bachelor,60-100k,0
337,65+,Male,White,High School or Less,>150k,1
338,45-64,Male,Hispanic,High School or Less,60-100k,1
339,30-44,Male,White,Some College/Associates,60-100k,1
340,18-29,Male,White,High School or Less,100-150k,1
341,30-44,Female,White,High School or Less,100-150k,0
342,30-44,Male,White,Some College/Associates,60-100k,0
343,18-29,Male,Hispanic,Bachelor,<30k,0
344,30-44,Male,Hispanic,Bachelor,60-100k,1
345,30-44,Female,White,Some College/Associates,>150k,1
346,45-64,Female,White,High School or Less,100-150k,0
347,45-64,Female,Hispanic,High School or Less,100-150k,1
348,18-29,Male,White,Graduate,<30k,1
349,30-44,Female,Hispanic,Some College/Associates,60-100k,1
350,45-64,Male,Black,Bachelor,60-100k,0
351,45-64,Female,Hispanic,High School or Less,100-150k,0
352,65+,Female,White,Some College/Associates,<30k,1
353,45-64,Female,White,High School or Less,100-150k,0
354,18-29,Female,Asian,Some College/Associates,60-100k,1
355,18-29,Female,White,Graduate,<30k,1
356,45-64,Male,Black,Graduate,30-60k,0
357,18-29,Female,White,Some College/Associates,30-60k,0
358,45-64,Male,Black,Some College/Associates,60-100k,1
359,65+,Female,White,Graduate,<30k,0
360,45-64,Male,White,Bachelor,<30k,0
361,30-44,Male,White,High School or Less,100-150k,0
362,45-64,Male,Black,Some College/Associates,<30k,0
363,30-44,Male,Hispanic,High School or Less,30-60k,0
364,45-64,Female,White,Some College/Associates,60-100k,0
365,65+,Female,White,Some College/Associates,60-100k,0
366,30-44,Male,Black,Some College/Associates,100-150k,1
367,65+,Male,White,High School or Less,30-60k,0
368,65+,Female,White,High School or Less,100-150k,1
369,18-29,Male,White,Some College/Associates,60-100k,0
370,18-29,Female,White,Bachelor,<30k,0
371,18-29,Female,White,Bachelor,<30k,1
372,18-29,Female,White,High School or Less,30-60k,0
373,18-29,Female,White,Graduate,30-60k,0
374,45-64,Male,White,Graduate,100-150k,1
375,18-29,Female,White,High School or Less,60-100k,0
376,30-44,Male,White,High School or Less,30-60k,0
377,65+,Male,White,Bachelor,<30k,1
378,18-29,Female,Hispanic,Bachelor,30-60k,1
379,65+,Male,White,Graduate,60-100k,1
380,30-44,Female,White,Graduate,30-60k,1
381,18-29,Female,White,Some College/Associates,60-100k,0
382,45-64,Female,White,Some College/Associates,<30k,0
383,45-64,Female,White,High School or Less,60-100k,1
384,65+,Male,White,High School or Less,100-150k,0
385,45-64,Male,Hispanic,Some College/Associates,30-60k,0
386,65+,Female,White,Some College/Associates,60-100k,1
387,30-44,Male,Asian,Some College/Associates,>150k,0
388,18-29,Female,White,Bachelor,30-60k,0
389,45-64,Female,White,High School or Less,60-100k,0
390,65+,Female,White,Some College/Associates,<30k,1
391,65+,Male,White,High School or Less,60-100k,1
392,30-44,Male,White,Some College/Associates,<30k,1
393,30-44,Male,Black,Bachelor,>150k,1
394,45-64,Male,White,Bachelor,100-150k,0
395,30-44,Female,Asian,Graduate,100-150k,1
396,65+,Male,Hispanic,High School or Less,100-150k,0
397,65+,Male,White,Some College/Associates,60-100k,1
398,30-44,Male,White,High School or Less,30-60k,1
399,45-64,Female,White,Some College/Associates,100-150k,1
400,45-64,Female,White,Bachelor,>150k,1
401,18-29,Male,White,Bachelor,60-100k,0
402,65+,Male,White,Graduate,>150k,1
403,45-64,Male,White,High School or Less,60-100k,0
404,65+,Male,White,Bachelor,60-100k,0
405,30-44,Female,Other,High School or Less,60-100k,0
406,65+,Female,Black,Graduate,30-60k,1
407,30-44,Male,Asian,High School or Less,<30k,0
408,18-29,Male,White,High School or Less,30-60k,0
409,65+,Other,White,Some College/Associates,60-100k,0
410,18-29,Male,White,Graduate,30-60k,0
411,30-44,Female,White,High School or Less,30-60k,1
412,65+,Male,White,High School or Less,>150k,0
413,65+,Female,Black,Bachelor,30-60k,1
414,45-64,Male,Black,High School or Less,60-100k,1
415,45-64,Female,White,High School or Less,<30k,0
416,30-44,Female,White,Some College/Associates,<30k,1
417,30-44,Male,White,High School or Less,100-150k,1
418,30-44,Male,White,Graduate,60-100k,1
419,45-64,Male,White,Bachelor,100-150k,1
420,45-64,Male,White,Some College/Associates,<30k,0
421,45-64,Male,White,Graduate,60-100k,0
422,45-64,Male,Asian,Some College/Associates,30-60k,1
423,18-29,Female,White,High School or Less,30-60k,0
424,30-44,Male,Black,High School or Less,<30k,0
425,18-29,Male,White,Some College/Associates,<30k,0
426,45-64,Female,White,High School or Less,30-60k,1
427,30-44,Male,White,Graduate,<30k,0
428,65+,Female,White,Bachelor,>150k,0
429,30-44,Male,White,High School or Less,30-60k,1
430,18-29,Female,Hispanic,Some College/Associates,<30k,1
431,18-29,Female,Black,Bachelor,<30k,1
432,45-64,Female,White,Graduate,60-100k,0
433,45-64,Other,White,Graduate,<30k,1
434,18-29,Male,Asian,Some College/Associates,100-150k,1
435,18-29,Female,White,Bachelor,>150k,1
436,45-64,Male,White,Some College/Associates,30-60k,0
437,18-29,Male,White,Some College/Associates,60-100k,1
438,65+,Male,Hispanic,High School or Less,<30k,0
439,45-64,Female,Other,High School or Less,60-100k,0
440,18-29,Male,White,Some College/Associates,30-60k,1
441,18-29,Female,Hispanic,High School or Less,30-60k,0
442,65+,Female,Hispanic,High School or Less,30-60k,1
443,30-44,Female,White,Bachelor,60-100k,0
444,30-44,Female,White,High School or Less,30-60k,0
445,65+,Male,White,Some College/Associates,<30k,1
446,65+,Male,Other,Some College/Associates,60-100k,1
447,65+,Male,White,Graduate,60-100k,1
448,45-64,Male,Hispanic,Some College/Associates,100-150k,0
449,30-44,Male,White,High School or Less,<30k,0
450,18-29,Male,Hispanic,Some College/Associates,100-150k,0
451,45-64,Male,White,Bachelor,60-100k,1
452,45-64,Female,White,Graduate,<30k,1
453,30-44,Female,Hispanic,Some College/Associates,60-100k,0
454,65+,Male,Hispanic,High School or Less,30-60k,1
455,18-29,Female,Hispanic,Graduate,>150k,0
456,30-44,Male,White,High School or Less,<30k,0
457,18-29,Male,Black,Some College/Associates,60-100k,1
458,30-44,Female,White,Some College/Associates,30-60k,0
459,18-29,Female,White,High School or Less,>150k,0
460,18-29,Male,White,High School or Less,30-60k,0
461,18-29,Other,White,High School or Less,>150k,1
462,45-64,Female,White,Bachelor,>150k,1
463,45-64,Female,Other,Graduate,30-60k,1
464,45-64,Female,White,High School or Less,100-150k,0
465,65+,Female,Black,Bachelor,>150k,1
466,30-44,Male,White,High School or Less,30-60k,1
467,30-44,Male,White,Some College/Associates,30-60k,0
468,65+,Male,White,High School or Less,60-100k,0
469,30-44,Male,Asian,Graduate,30-60k,0
470,65+,Female,Hispanic,Bachelor,<30k,1
471,18-29,Male,Hispanic,Bachelor,30-60k,1
472,65+,Female,Other,Bachelor,30-60k,0
473,18-29,Female,White,Some College/Associates,30-60k,0
474,65+,Female,White,Graduate,<30k,0
475,45-64,Female,Black,Bachelor,100-150k,0
476,65+,Female,White,Graduate,100-150k,1
477,18-29,Male,White,Some College/Associates,<30k,0
478,45-64,Female,White,High School or Less,60-100k,1
479,65+,Male,White,Some College/Associates,60-100k,1
480,45-64,Female,White,High School or Less,>150k,1
481,45-64,Male,White,Some College/Associates,<30k,1
482,45-64,Female,White,Some College/Associates,30-60k,1
483,30-44,Female,White,Some College/Associates,>150k,1
484,45-64,Male,White,High School or Less,>150k,1
485,45-64,Male,White,High School or Less,100-150k,1
486,65+,Other,Hispanic,Some College/Associates,100-150k,1
487,18-29,Female,White,Graduate,<30k,1
488,30-44,Female,White,High School or Less,60-100k,0
489,65+,Female,Hispanic,Some College/Associates,30-60k,1
490,65+,Male,White,Bachelor,<30k,0
491,30-44,Male,White,Some College/Associates,100-150k,0
492,45-64,Male,Black,High School or Less,<30k,0
493,30-44,Female,White,Some College/Associates,60-100k,1
494,18-29,Male,Hispanic,High School or Less,>150k,0
495,30-44,Female,Hispanic,Graduate,<30k,0
496,30-44,Female,Black,High School or Less,>150k,0
497,45-64,Female,White,High School or Less,>150k,1
498,18-29,Female,White,High School or Less,60-100k,0
499,65+,Other,White,High School or Less,<30k,1
500,65+,Male,White,Bachelor,30-60k,0
501,45-64,Female,White,High School or Less,30-60k,0
502,45-64,Female,White,High School or Less,30-60k,0
503,30-44,Female,White,Some College/Associates,30-60k,0
504,65+,Female,White,High School or Less,>150k,1
505,45-64,Male,White,High School or Less,<30k,0
506,18-29,Male,White,Bachelor,100-150k,0
507,65+,Female,Hispanic,Bachelor,<30k,1
508,65+,Male,White,Graduate,60-100k,0
509,65+,Female,White,Bachelor,>150k,1
510,45-64,Female,Asian,Bachelor,30-60k,1
511,45-64,Male,White,High School or Less,<30k,0
512,30-44,Female,White,Bachelor,60-100k,1
513,65+,Male,White,Bachelor,100-150k,0
514,65+,Female,Black,Bachelor,60-100k,1
515,18-29,Female,White,Some College/Associates,30-60k,1
516,18-29,Female,White,High School or Less,30-60k,0
517,30-44,Male,White,Bachelor,>150k,1
518,65+,Male,Hispanic,Bachelor,>150k,1
519,65+,Female,White,Graduate,60-100k,1
520,18-29,Female,White,High School or Less,100-150k,0
521,45-64,Female,Hispanic,High School or Less,60-100k,0
522,30-44,Male,White,High School or Less,30-60k,0
523,65+,Male,Hispanic,Bachelor,<30k,1
524,65+,Male,White,High School or Less,30-60k,0
525,65+,Female,Hispanic,High School or Less,60-100k,1
526,30-44,Male,White,Graduate,<30k,0
527,30-44,Male,Hispanic,High School or Less,30-60k,0
528,30-44,Female,Asian,Bachelor,100-150k,1
529,18-29,Male,White,High School or Less,60-100k,0
530,65+,Other,White,Bachelor,60-100k,0
531,65+,Female,White,Some College/Associates,>150k,0
532,65+,Female,White,Graduate,<30k,0
533,65+,Male,White,Graduate,60-100k,1
534,45-64,Male,White,High School or Less,100-150k,1
535,45-64,Female,White,High School or Less,60-100k,0
536,65+,Female,White,High School or Less,30-60k,0
537,65+,Female,White,Bachelor,<30k,1
538,30-44,Male,Black,Graduate,>150k,1
539,30-44,Female,White,Some College/Associates,60-100k,1
540,18-29,Female,White,Some College/Associates,100-150k,0
541,65+,Female,White,High School or Less,60-100k,0
542,45-64,Female,White,Bachelor,60-100k,1
543,30-44,Female,White,Graduate,100-150k,1
544,45-64,Female,White,High School or Less,60-100k,1
545,45-64,Male,White,Some College/Associates,30-60k,1
546,30-44,Female,Hispanic,High School or Less,60-100k,1
547,18-29,Male,White,Some College/Associates,100-150k,0
548,45-64,Male,Black,Some College/Associates,30-60k,0
549,45-64,Male,Black,High School or Less,30-60k,1
550,45-64,Male,Hispanic,Some College/Associates,<30k,1
551,45-64,Male,Asian,High School or Less,>150k,1
552,65+,Male,White,Some College/Associates,<30k,0
553,45-64,Female,White,Some College/Associates,60-100k,1
554,45-64,Female,Hispanic,High School or Less,30-60k,1
555,65+,Male,White,Bachelor,30-60k,1
556,30-44,Female,White,Bachelor,60-100k,0
557,18-29,Female,Black,High School or Less,<30k,0
558,18-29,Male,Black,High School or Less,60-100k,0
559,45-64,Male,Asian,Bachelor,100-150k,1
560,45-64,Female,Other,Graduate,100-150k,0
561,45-64,Female,Black,High School or Less,<30k,0
562,18-29,Female,White,High School or Less,>150k,1
563,18-29,Male,Hispanic,High School or Less,60-100k,1
